path	proposed_owner	migration_rule
src/aptl/appliance/errors.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/launch.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/manifest.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/models.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/offline.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/release_models.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/release_validation.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/__init__.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/context.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/errors.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/exposure.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/kiosk.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/lifecycle.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/models.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/observation.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/overlay_cleanup.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/paths.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/persistence.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/prereqs.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/seat/vm.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/appliance/versioning.py	optional-delivery	Keep sealed-seat boundary outside default install
src/aptl/backends/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_compose_profile_index.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_apply_helpers.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_conformance_probe.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_content_spec.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_dataset_content.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_evaluator_engine.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_evaluator_progress.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_image_policy.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_observation_helpers.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_proposition_truth.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_realization_diagnostics.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_scenario_queries.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_scenario_resolution.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_service_index_placement.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_raes_stateful_observation.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_runtime_concern_disclosure.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_runtime_concern_excess.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/_runtime_mount_observation.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/identity.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/pack_interaction.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/pack_interaction_discovery.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_account_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_acl_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_artifact_availability.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_artifact_mechanisms.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_artifact_satisfaction.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_base_substrate.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_content_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_content_satisfaction.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_content_source_policy.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_dependency_closure.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_diagnostics.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_docker_materializer.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_evaluator.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_execution_helpers.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_image_free_content_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_image_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_manifest.py	split-core-experience	Cut scenario/provider policy from reusable lifecycle or mechanism; do not copy wholesale
src/aptl/backends/raes_materializer.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_materializer_engine.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_node_materialization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_observation.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_orchestrator.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_pack_interaction.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_package_managers.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_actions.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_apparatus.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_apparatus_models.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_bindings.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_candidates.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_control_evidence.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_driver.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_evidence_publication.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_execution_support.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_exposure.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_fixture.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_fixture_blue.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_fixture_core.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_fixture_green.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_fixture_red.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_projection.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_provider.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_realization_execution.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_realizations.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_runtime.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_participant_support.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_placement_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_profiles.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_provisioner.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_realization_envelope.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_realization_model.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_realization_networks.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_realization_values.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_repro.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_runtime_model_artifact.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_runtime_observation.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_service_index_schema.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_start_model.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_stateful_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/backends/raes_substrate.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/_common.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/appliance.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/config.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/container.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/continuity.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/experiment.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/kill.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/lab.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/lab_init.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/lab_render.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/lifecycle.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/main.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/participant_profile.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/participant_readiness.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/runs.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/seat.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/cli/web.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/_soc_ca_builders.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/_soc_ca_chain.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/_soc_ca_generation.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/_soc_ca_io.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/appliance_boundary.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/appliance_boundary_gate.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/appliance_boundary_inventory.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/context.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/coordinator.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/discovery_index.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/layout.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/legacy_manifest.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/run_record.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/seal.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/status.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/archival/verify.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/assets.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/attacks.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/certs.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/collectors.py	split-core-experience	Cut scenario/provider policy from reusable lifecycle or mechanism; do not copy wholesale
src/aptl/core/config.py	split-core-experience	Cut scenario/provider policy from reusable lifecycle or mechanism; do not copy wholesale
src/aptl/core/content_seed.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/continuity.py	split-core-experience	Cut scenario/provider policy from reusable lifecycle or mechanism; do not copy wholesale
src/aptl/core/contracts.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/_assemble.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/_extract.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/builder.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/clock.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/identity.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/models.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/persistence.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/correlation/rules.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/credentials.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_account_provider.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_account_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_base_substrate.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_boundary.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_boundary_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_build_dedupe.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_content_mounts.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_content_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_image_fetch.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_image_free_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_image_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_lifecycle.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_model_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_network_conflicts.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_network_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_node_generation.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_port_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_post_start.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_project_cleanup.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_queries.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_realization_networks.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_runtime_inventory.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_seed_attribution.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_seed_execution.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_seed_safety.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_service_health.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_service_index_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_stateful_constants.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_stateful_graph.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_stateful_model.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_stateful_readiness.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_stateful_realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_stateful_services.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_stop.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_compose_volume_cleanup.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_flag_signing_keys.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_proc_net_listeners.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_service_index_materialization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_ssh_key_bundle.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_stateful_certificates.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/_wazuh_identity.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/backend.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/backend_container_ops.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/backend_host_inventory.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/boundary.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/boundary_compiler.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/docker_compose.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/errors.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/realization.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/deployment/ssh_compose.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/detection.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/endpoints.py	split-core-experience	Cut scenario/provider policy from reusable lifecycle or mechanism; do not copy wholesale
src/aptl/core/env.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/_persist.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/adapters/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/adapters/builtins.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/adapters/sources.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/adapters/wiring.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/content_store.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/coordinator.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/outcomes.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/protocol.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/records.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence/visibility.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/_collect.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/_io.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/archive.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/build.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/closure.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/codes.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/envelope.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/errors.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/inventory.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/limits.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/models.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/projections/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/projections/jsonl.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/projections/ocsf.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/projections/parquet.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/projections/registry.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/schemas.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/evidence_bundle/verify.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/execution/__init__.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/execution/apparatus.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/execution/assembly.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/execution/bridges.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/execution/executor.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/__init__.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/admission.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/admission_artifacts.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/admission_steps.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/apparatus.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/bindings.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/capture_mapping.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/capture_registrations.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/capture_registry.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/controller.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/errors.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/policy.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/resolver.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/spec_loading.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/trial_plan.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/experiment/trial_plan_models.py	split-research	Move research policy/campaign orchestration; retain generic safety/evidence primitives
src/aptl/core/exporter.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/flags.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/health.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/host_keys.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/host_ports.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/hostenv.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/kill.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/lab.py	split-core-experience	Cut scenario/provider policy from reusable lifecycle or mechanism; do not copy wholesale
src/aptl/core/lab_types.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/lifecycle_enforce.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/lifecycle_guard.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/lifecycle_policy.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/objectives.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/coordinator.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/identity.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/outcomes.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/protocol.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/_degraded.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/apparatus.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/artifacts.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/config_identity.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/detection.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/experiment.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/participant.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/providers/runtime_facts.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/record.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/registrations.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/provenance/registry.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/runstore.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/runstore_internals.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
